# id	versoes_no_jornal (broca-so/conversa/dados/conhecimento.graph.jsonl)
metais	30
metais_parabola_opcodes	3
metal_broca_so	3
metal_do_so	6
metal_recorrencia_fit	3
metaprogramacao	6
metodo	6
metodo_axiomatico	4
metodo_diferencas_finitas	3
metodo_lopes	7
metodo_montessori	3
metrica_flrw	4
metrica_parabolica	7
metrica_produto	4
metrica_sitter	3
metrica_viva	3
metricas_objetivas	3
metricas_por_dominio_cada_instancia_escolhe_sua_metrica_co	61
metro_e_segundo_contagem_de_voltas	4
metropole_megacidade	3
microcontrolador	4
microeletronica	5
microprocessador_arquitetura	5
microrrede	10
microscopia_de_fotoionizacao_orbitais_de_hidrogenio_stodolna_2013	4
microscopia_fotoionizacao_hidrogenio	100
microscopia_fotoionizacao_hidrogenio_contraexemplos	3
microscopia_fotoionizacao_hidrogenio_equacao_de_referencia_mq_standard	5
microscopia_fotoionizacao_hidrogenio_fontes_web	3
microscopia_fotoionizacao_hidrogenio_metodo	4
microscopia_fotoionizacao_hidrogenio_microscopia_de_fotoionizacao_orbitais_de_hi	3
microscopia_fotoionizacao_hidrogenio_ponte_broca-so	5
microscopia_fotoionizacao_hidrogenio_referencia	3
microscopia_fotoionizacao_hidrogenio_relacao_com_hipotese_dougherty	5
microscopia_fotoionizacao_hidrogenio_resultado-chave	4
microscopia_fotoionizacao_hidrogenio_resumo	3
microservicos	6
migracao_nome_cristalchain	12
mikhail_botvinnik	2
mikhail_tal	2
mimese	5
mimese_expressao	6
mimo	4
mimo_beamforming	4
minecraft_voxel	79
mineracao_conservacao_verificavel	24
mineracao_hexagrama	3
mineracao_pipe_hook	5
mineracao_so_a_prata_pelo_hexagrama	9
minerar_e_resfriar	6
minimax	3
minimax_alfabeta	3
minimax_e_colapso	5
minisuperspace	2
mint8	3
miopia_coletiva	6
missao_engenharia_ouro	3
misticismo_nao_dual	13
mistura_de_formas	7
mito_barthes	5
mito_semiologico	3
mitocondria	3
mobilidade_eletrica	2
modalidades_de_regulacao	3
modelo_5w_lasswell	2
modelo_biomedico	3
modelo_biopsicossocial_engel	3
modelo_de_ameaca	3
modelo_de_ameacas	2
modelo_de_atores	6
modelo_de_linguagem	4
modelo_osi	4
modelo_relacional	6
modelo_shannon_weaver	5
modo_espectral_spect	21
modo_seguranca_5g	4
modo_usuario_kernel	2
modos_aproximacao_s2	1
modos_do_floco_sao_particulas	8
modos_medidos_por_nonce	3
modos_representacao_bruner	3
modos_ressoam_em_pg	9
modulacao	7
modulacao_am	3
modulacao_angular	3
modulacao_digital	3
modulador_vetorial	3
modularidade	3
moeda_confianca	4
moeda_sl2	4
molecula_mineral	4
monada	6
mond_gravidade_modificada	4
monopolio_violencia_legitima	4
monoteismo_etico	5
monotono	61
montagem	39
montagem_eisenstein	3
montar_conversa_tecido	10
morfismo_theta_formal	3
morfogenese_turing	4
morfologia	2
morfologia_matematica_estelar	153
morfologia_propp	3
morphy	18
morte	104
morte_cerebral	4
morte_de_geracoes	3
morte_do_autor	8
morte_matematica	4
mosfet	2
motivos	27
motor_de_xadrez	4
motor_eletrico	3
motor_eletrico_tracao	4
motor_iterado	6
movimento_circular_dois_modos	6
movimentos_sociais_contenciosos	4
mq_ilha_estreita	6
mqtt	4
mudanca_climatica	4
mudanca_linguistica	4
mult_prtsu	2
multifractal_construtivo	47
multifractal_newton_omnitrix	378
multifractalidade_nao_conclusiva	2
multiplexacao	3
multiplicar_estrelas_irracionais	9
mumford_megamaquina	3
mumford_tecnica_autoritaria_democratica	3
mundo_de_rna	4
musculo_mineral_hub	5
musculos_calibrados_ao_scan	4
mushin_zazen	4
musica	5
musica_cognicao_emocao	5
musica_e_matematica	4
musica_notas_sao_modos	4
mutacao	3
mutacao_borda_eigen	6
mux--demux_acoplado	41
mvc	3
mythos_enredo	5
nao-escalada_por_atenuacao_para_todo_p_e_toda_hold_p_e	61
nao_associatividade_amputacao	5
nao_dualidade	6
nao_dualidade_binaria_gentil	7
narrativa	4
narratologia	3
nascimento_clinica_foucault	4
nat	3
naturalidade_em_crise	4
naturalismo_boorse	4
navegador	4
navier--stokes_a_equacao_reconstruida_do_bit	4
navier_stokes_caso_particular	35
nco_hipercomplexo_maxcut	6
nco_hypergnn	3
neguentropia	5
nemesis_medica_illich	3
nenhuma_dimensao_e_privilegiada_os_metais_e_a_reta_que_se_completa	4
neoplatonismo_uno	4
nestjs	12
neti_neti	4
network_slicing_5g	4
neurociencia	2
neuron_io_popcnt	4
neuronio	5
neuronio_e_toro_124	4
neuronio_stream_bit	3
neutrino_anomalo_dois_testes	5
neutrino_quiralidade_lorentz	3
neutrino_r_ausente_lopes	4
neutrino_vacuo_ideal_minimo	7
neutrinos_estereis	2
nevoa_e_friccao	2
newton_acha_o_grupo_discreto	10
ng_ran_gnb	2
nicho_ecologico	2
ninguem_esta_puro_recursivo	4
nirvana	5
niveis_de_prevencao	3
no_cloning_invariancia_metrica	5
noam_chomsky	2
nodejs	8
nominalismo_matematico	4
nonce_1572863	11
nonce_1966079	11
norma_estelar	15
normal_e_patologico_canguilhem	5
normalizacao	6
normativismo_doenca	4
nosql	6
notacao_algebrica	2
notacao_matematica	3
nozick_titularidade	4
ns_completa_a0	3
ns_prtsu	5
nucleo_5gc_sba	5
nucleo_broca_vivo	10
nucleo_estelar	5
nucleo_g2_reabsorcao	5
nucleo_metalico_cifrac	7
nucleo_parabolico	6
nucleo_paralelo	3
nucleossintese_bbn	2
nucleossintese_dos_flocos	11
nullifier	3
numa	26
numero	6
numero_chern_tknn	3
numero_de_salem	10
numero_de_shannon	2
numero_indefinido	4
numerologia_nr	3
numeros_azuis_vermelhos	6
numeros_complexos	8
numeros_de_pisot	13
numeros_duais	5
numeros_metalicos	12
numeros_nao_euclidianos	2
numeros_pisot	7
o_adimensional_medido_na_regua_derivado_no_running	4
o_associador_como_relogio_a_curvatura_selecionada	5
o_atrator_primordial_onde_os_dois_lados_se_encontram	3
o_balanco_via_painel	3
o_cantor_exato_em_binario	3
o_caso_modelo_a_hipotese_de_riemann_como_igualdade	3
o_caso_modelo_a_hipotese_de_riemann_como_ressonancia_espectral	6
o_cerebro_a_memoria_que_ressoa_hopfield	7
o_chicote_a_limpeza_nao_um_operador	11
o_ciclo_de_refinamento	3
o_ciclo_de_um_contrato	9
o_combustivel_ordem_em_bits	10
o_conselho	5
o_contrato_como_objeto	8
o_corpo_2k	10
o_corpo_a_desenhar_o_atrator_de_bit	3
o_corpo_a_reta_real	4
o_corpo_finito_e_o_cofre_das_isogenias	3
o_crivo_do_conselho_e_as_mitigacoes	3
o_dado_se_organiza_sozinho	13
o_desenvolvimento_nascer_ordenar_ir_a_escola_tirar_a_mao	5
o_dialogo_a_evolucao_da_fala	5
o_enxame_os_clones_a_velocidade_da_luz	3
o_fechamento_as_partes_somam_o_todo	4
o_flip_de_wick_do_quaternion_ao_gentil_a_lemniscata_e_o_anel	5
o_floco_como_selo_do_canal	3
o_floco_e_a_conservacao_da_comunicacao	3
o_gap_a_hiperbolicidade_parte_o_sistema_em_dois	4
o_gap_racional_da_torre_e_a_lei_ug1	4
o_gargalo_e_a_tese	48
o_gato_e_um_mapa_de_anosov	20
o_grafo_de_delegacao_e_a_atenuacao	6
o_invariante_continuidade	9
o_invariante_indecidivel	3
o_isolamento_espectral	3
o_lado_adequado_facil_de_um_lado_dificil_do_outro	3
o_lastro_e_o_cofre	9
o_limite_reversivel_o_flip_de_wick	10
o_mapa_de_gaps_as_dimensoes_como_curvas	4
o_mapa_os_quatro_quadrantes	211
o_mass_gap	4
o_mecanismo_de_decodificacao_duas_reguas	4
o_metodo_em_escala_conhecida_o_sistema_solar	7
o_neuronio	12
o_olho_do	4
o_olho_e_o_ouvido_a_percepcao_koch	5
o_operador_de_transferencia_e_os_dois_setores	5
o_orquestrador_arquitetura_vs_mecanismo	3
o_ouro_governa_a_cm_por_5	42
o_painel_a_interface_e_o_canal	9
o_palco_hiperbolico_h3_e_o_espectro	12
o_par_do_tensor_o_caso_minimo	5
o_pipeline_completo	3
o_ponto_de_partida_a_maquina_e_dissipativa	12
o_ponto_de_vista_do_agm	4
o_ponto_hermitiano	15
o_principio_a_operacao_e_o_bit	3
o_principio_da_incerteza_e_a_parabola	13
o_principio_de_selecao	10
o_problema_confiar_custa_e_as_vezes_mata_o_negocio	2
o_problema_cruzar_sem_confundir	4
o_protocolo_dois_niveis_de_confianca	9
o_que_ainda_depende_de_experimentacao_obs	4
o_que_cruza_o_cobre_agora	3
o_que_determina_a2	10
o_que_e	11
o_que_e_no_projecto	9
o_que_e_vida	5
o_que_esta_fechado_e_o_que_falta	3
o_que_esta_validado_v	4
o_que_foi_atacado	4
o_que_ja_esta_dado	3
o_que_o_experimento_mede	13
o_que_sao	6
o_rei_esta_nu_gentil	5
o_ribossomo_no_canal_negro	3
o_roteiro_---_entender_generalizar_automatizar	3
o_salto_quantico_de_dentro_orbitas_de_bohr_e_a_energia_2	5
o_selo_apenas_o_vazio_e_imensuravel	4
o_sistema_operacional_e_a_algebra	10
o_substrato_a_maquina_e_funcao_de_onda	9
o_tecido_ordenado	3
o_tempo_a_banda_e_atemporal_a_leitura_tem_seta	10
o_tempo_a_trilha_nao_o_juiz	3
o_tenant_como_caso_particular_desacoplamento	7
o_teorema	13
o_universo_que_a_broca_ja_carrega	60
o_vazio_que_oscila	3
objeto_e_blocagem	3
obra_aberta	7
observabilidade	4
observacao	9
observador_e_observado	41
observar_correlacao_hodge	4
observar_passo_fluxo	20
observatorio_nao_fabrica	4
obstaculo_epistemologico	4
ocaml	6
octonios_hiperbolicos	9
ofdm	5
ofloxacino_floxina_real	104
olho_de_cock_web	4
olho_de_koch	155
olho_gex44_stream	4
olho_invertido_koch	4
omnitrix_ben10	3
omnitrix_corpo_universal	330
onda_de_excitacao_e_a_propagacao	4
onda_portadora	2
ondas_democratizacao	3
ondas_eletromagneticas	5
ondas_gravitacionais_ligo	2
onde_mora_a_prata	4
onde_respira_onde_cristaliza	6
ontologia	8
ontologia_da_multiplicacao	5
ooda_loop	2
opcao_a_tarball_release	10
opcao_b_desenvolvimento_no_repo	12
operacao_broca_so	3
operacoes_primitivas_e_ferramentas	3
operacoes_reservadas_no_metal	5
operador_dirac_hipercomplexo	6
operador_ψ_collapse	8
operadores_quanticos_nao_livro_de_papel	2
operadores_t_p_e_colapso_psi	13
oposicao_final	2
ops_sequencia_pow_nativo	9
optica_ondulatoria_dupla_fenda	128
optoeletronica	4
orbita_aterrada_caos	28
orbita_criticidade	6
orbita_de_objeto_real	5
orbita_de_partida	54
orbita_mineracao	3
orbita_pell_hardware	11
orbita_prata_a210	3
orbita_rede_dois_atratores	8
orbita_temporal_das_camadas	4
orbita_transversal_entre_tecidos	5
orbita_z2_3	3
orbitais_de_hidrogenio_evidencia_empirica	13
orbitais_hidrogenio_nlm	3
orbitas_da_face_no_modelo	6
orbitas_de_fala	10
orcamento_de_propagacao_representa_um_quantas_re-delegac	63
orcamento_dep	16
orch_or	3
ordem	8
ordem_borda_caos	5
ordem_das_palavras	3
ordem_espontanea	4
organism32	4
organismo_gex44	4
organizacao_estrutural_phif	13
origem_da_vida	4
origens_totalitarismo	4
orm	8
ornamento_e_crime	3
orquestrador_multi-tecidos	3
orquestrador_roteador_regex	3
ortega_tecnica_superfluo	2
os_aneis_e_o_preenchimento_da_reta	3
os_cinco_botoes_e_a_torc	5
os_cinco_passos_do_isomorfismo_rodando_em_codigo	3
os_dois_ciclos_de_reconstrucao	2
os_dois_lados_e_a_involucao_logaritmica	41
os_dois_tres_cores_hurwitz_e_gerac	7
os_lemas	3
os_modos_do_campo_psicologico	4
os_principios_e_a_costura_aberta	5
os_quatro_oficios	3
os_tres_pilares_da_ponte	3
oscilacao_neutrinos	3
ospf	3
osso_carne	2
osso_carne_sangue	3
otimizacao_fractal_preserving	3
ouro	8
ouro_branco	4
ouro_raytracer_canvas	4
overfitting	2
ownership_borrow	6
p2p	6
p_vs_np_milenio	3
pa_pg_corpo_diferencial	72
pacote_seed_pow	4
pacto_ficcional	4
padrao_de_projeto	3
padrao_reducer	3
padroes_de_turing_e_a_borda	4
paginacao_5g	4
painel_estelar	88
painel_estelar_obs	5
palavra_geradora	3
paley_169_e8	4
pancomputacionalismo	6
panpsiquismo	5
papeis_distintos	7
paper_0_sintese	37
paper_2_reta_ouro	90
paper_45_confluencia_ouro	154
paper_bridge_areas	360
par_alcance_saltos_restantes_organizacao_estru	60
par_fundacional_phifdep	10
parabola	4
parabola_algebra_conversacional	134
parabola_audit_dual	3
parabola_classe_vcf	3
parabola_controla_taxa_tecidos	20
parabola_destruir	19
parabola_e_o_regime_quantico	5
parabola_geradora_idempotente	222
parabola_isa	38
parabola_miner_degenerados	3
parabola_pa	30
parabola_reparte_difusao	4
paradigma_de_programacao	4
paradigma_dispositivo	3
paradoxo_de_allais	2
paradoxo_de_russell	4
paralelismo_pipe_no_metal	240
parede_aco	5
pareto_otimo	2
paridade_transcendentais	3
parsers_por_tipo	3
parte_fria_t_zero	5
particoes_ramanujan	4
particulas_minerais	9
partida_alekhine_vasic	14
partida_bobo	48
partida_da_opera	3
partida_deepblue	47
partida_do_seculo	3
partida_evergreen	41
partida_fischer_byrne	24
partida_imortal	60
partida_lasker_thomas	14
partida_legal	48
partida_opera	66
partida_pastor	48
partida_peruana	21
partida_reti	41
partida_sempre_viva	2
partida_tiffany_d4	41
partida_tiffany_d5	28
partida_tiffany_d6	7
passo_0_---_entrar_e_compilar	4
passo_2_---_a_rede_a_memoria_ressoa	4
passo_3_---_a_arquitetura_broca_de_brocas	4
passo_4_---_a_percepcao_arquivo_real	4
passo_5_---_o_reconhecimento_qual_arquivo_e	4
passo_6_---_verificar_tudo_de_uma_vez	4
passo_7_---_medir_vazao	6
passos_da_agulha_sao_cifra	4
passos_para_prova_fechada	5
paul_morphy	2
paz_democratica	3
pdf	2
peao_passado	2
pedagogia	18
pedagogia_engajada_hooks	4
pedra_logo_3d	11
pedra_real_calibra_o_render	7
peirce_celulas_canais	4
peirce_dsl	8
pell	21
pell_algebra_posicao	8
pell_rastreavel_no_floco	4
pell_shim_fonte_unica	30
pena_dissuasao	4
pena_retribuicao	3
pendulo_invertido_borda	4
percebe_c_endtoend	4
perceptron	2
perda_joule	6
perfeicao_do_vazio_gentil	6
pergunta	5
perguntas	16
permitido_encorajado_na_borda	4
perspectiva	5
perspectiva_linear	4
pgs	48
pi_acima_da_reta_mineral	10
pi_emerge_do_limite	6
pi_gerador_da_reta_acima	8
pi_medida_da_borda	8
pilar_i_---_ponte_simbolica_gentil_chart_a_chart_b	11
pilar_ii_---_maquina_brancanegra_peirce	4
pilar_iii_---_computacao_simbolica_gentil	4
pilha	15
pilha_tcp_ip	5
pinn_surrogate	3
pipe_eletromagnetismo	2
pipe_geometria	2
pipe_gravitacao	3
pipe_materia	3
pipe_mecanica	2
pipe_optica	3
pipe_quantica	2
pipe_svg_baricentrico	11
pipe_termodinamica	3
pipe_transmissao_dual	546
pipe_unix	5
pipeline	16
pipeline_code_refactor_fase_03	5
pipeline_compilacao_gpu	42
pipeline_completar	18
pipeline_conversacional	6
pipeline_de_ingestao	16
pipeline_deploy_broca	6
pipeline_gerador_torcao_koch	6
pipeline_grafico_2d_3d_7d	11
pipeline_implementado	4
pipeline_medido	6
pipeline_stratum	5
piso_parabola_dinamico	68
pit_succinct	3
pitagoras_dual	3
pitagoras_razoes_musicais	4
pitagorismo	14
placa_circuito_impresso	3
planejamento_minimax_delta	4
plano_continuo_transicoes	130
plano_fano_octonico	3
plano_no_so	10
plasticidade_hebbiana	4
plataformas_qc_2025	2
plataformizacao	4
platonismo_matematico	4
pll	4
plural_como_traducao	7
pluralismo_elitismo	2
pmns_desalinhamento_s3	3
poder_agir_em_concerto	4
poder_associatividade	3
poder_disciplinar_foucault	7
poder_do_mapa_harley	4
poder_maritimo_mahan	3
poeta_supera_cientista_gentil	5
poetica_aristoteles	4
poincare_aberto_pela_agulha	4
poincare_universalista	7
pointer_states_sao_o_fundamental	5
poker_jogo	3
poliarquia	5
poliedros_de_ouro	5
poligono_tende_ao_circulo	6
poligono_vira_poliedro	180
polimento_cristais	120
polimorfismo	4
politica	7
polya_heuristica	3
ponte_broca-so	98
ponte_broca-so_analogias_registadas	7
ponte_broca-so_confirmacao	10
ponte_hidrogenio_parabola_geradora	232
ponte_quantica_conjunto_dougherty_e_orbitais_de_hidrogenio	8
ponte_quantica_dougherty	128
ponte_schur_weyl	2
ponte_simbolica_gentil	397
ponte_wick	4
ponteiro	19
pontes_conjecturais_hipotese_analogia	12
pontes_verificadas_fato	12
ponto_auto_dual	4
ponto_cayley	4
ponto_difusao	4
ponto_focal_schelling	2
ponto_hermitiano	5
populismo	5
por_construcao_definicao_uma_capacidade_emitida_com_pro	64
por_que_existe	4
por_que_nao_se_escolhe_o_dado	10
por_sessao_conversadadostelemetriasessaojsonl	19
porta_hodge_correlacao	5
porta_logica	4
porta_mecanica	3
portador_de_carga	2
portadora_rotacao_salem	5
portugues	4
pos_alekhine_vasic_final	6
pos_bobo_final	25
pos_deepblue_final	18
pos_evergreen_final	18
pos_fischer_byrne_final	9
pos_imortal_final	25
pos_lasker_thomas_final	6
pos_legal_final	25
pos_opera_final	25
pos_pastor_final	25
pos_peruana_final	9
pos_reti_final	18
pos_tiffany_d4_final	12
pos_tiffany_d5_final	8
pos_tiffany_d6_final	2
pos_verdade	6
posicional_bronze	6
posicional_cobre	6
posicional_ouro	7
posicional_plastico	6
posicional_supergolden	5
posicional_tribonacci	4
posicoes_de_leitura	3
posix	3
possibilismo	3
potencia_ativa_reativa	4
potencial_de_acao	2
potencial_fractal	4
potencial_simetrico_sqrt2	6
pow_bit_taxa	37
pow_classico_bitcoin	4
pow_coordenadas_espectrais_broca	9
pow_dificuldade_calor	3
pow_espectral	11
pow_espectral_geometrico	5
pow_espectral_investigacao_broca	61
pow_gato	40
pow_geometria	42
pow_lemniscata_koch_corpo_de_gauss	5
pow_metal	10
pow_metal_funil	13
pow_metal_pre_fecho	18
pow_metal_ressonancia	9
pow_metal_ressonancia_val	14
pow_metal_setor	10
pow_nonce_anexado	3
pow_taxa_de_sucesso_do_bit_broca	8
powershell	4
pragmatica	2
pragmatismo	3
prata_cifra_e_rastreabilidade_no_floco	3
prata_ourovivo_117_ourovivo_117_ourovivo_117_t	62
pratica_deliberada	3
pratityasamutpada	3
preambulo_rach	3
precessao_bloch	2
precmaass_verificacao	2
preliminares_casl	9
presidencialismo_parlamentarismo	3
primeiro_contrato_cc0001	11
primitivas_analiticas	243
primitivas_geometricas_matrizes	130
primitivas_minerais	7
primitivas_nucleo_associativo	3
primitivas_parte_i	118
primos_prata	4
principialismo	5
principio_de_kerckhoffs	3
principio_dualidade	4
principio_duplo_efeito	3
principio_holografico	3
principio_responsabilidade	4
principios_de_abertura	2
probabilidade_e_estatistica	5
problema_constante_cosmologica	3
problema_cp_forte	3
problema_da_parada	11
problema_do_sabor	5
problema_gravidade_quantica	3
problema_hierarquia_naturalidade	3
processamento_digital_sinais	4
processo	8
processo_cmos	5
processos	11
producao_capitalista_espaco_harvey	3
producao_do_espaco_lefebvre	4
producao_entre_pares	4
produto_comercial	5
produto_de_la_hire	8
programa_de_erlangen	7
programa_de_hilbert	6
programa_ns_bloqueios	4
programacao	6
programacao_concorrente	4
programacao_de_sistemas	5
programacao_declarativa	4
programacao_estruturada	4
programacao_funcional	6
programacao_imperativa	6
programacao_logica	7
programacao_orientada_objetos	4
programacao_tacita	4
programas_espectrais	6
programas_externos_octonionicos	3
progressao_aritmetica	6
progressao_aritmetica_ordem_m	8
progressao_geometrica	9
progressao_geometrica_ordem_m	9
proibido_no_nucleo	5
projecao_por_ressonancia	3
projeto_cristaljson	14
projeto_digital_vlsi	4
promocao_gamba_esquilo	148
promocao_hipotese_cristal	3
prontidao_amortecimento_critico	4
propagacao_de_ondas	3
propagacao_limitada_uma_capacidade_emitida_com_profundidad	60
proporcao_na_arte	3
proposicao_3_cantor_ternario_em_s_directo	5
proposicao_recipiente	8
proposition_agulha_de_dirac_o_amostradorpropdirac_seja_	5
proposition_auto-calibracaopropreta_dado_um_bloco_b_seja	5
proposition_conversa_fail-closedproptiffany-fail_se_nenhu	3
proposition_convolucao_multiplicativa_produtopropconv	9
proposition_deny-overrides_---_a_proibicao_sempre_vence_prop	3
proposition_escala_fasepropescala_xix	8
proposition_gerador_de_escala_ipropderiv_com_tddt	12
proposition_round-trip_exatoproprt_para_todo_b01n	5
propriedade_e_roubo	3
propriedade_lockeana	4
protecao_de_sistemas	4
protocolo_arp	4
protocolo_assincrono	3
protocolo_colapso_psi	5
protocolo_continual_anti_leak	4
protocolo_icmp	3
protocolo_ip	6
protocolo_stratum	6
protocolo_tcp	6
protocolo_udp	6
protolingua	2
prova_da_isa_make_isa-prova	4
prova_da_maquina_espectral	13
prova_de_trabalho	4
prova_isa	12
prova_rigor_intuicao	5
proximos_passos	8
prtsuv_flux_qubit_predicoes	3
psicanalise	7
psicologia	6
psl_2_7	6
psl_e_linguagem	3
psl_embeds_g2	3
ptx_isa_virtual	14
pu	3
purescript	4
purgatorio_nao_seca_lado_a	37
python	24
qa_e_release	6
qam	6
qaoa_algebrico_sem_qec	6
qcd_cromodinamica	2
qec_below_threshold_willow	2
qed_nao_representavel	2
qos_fluxos_5g	2
quadro_de_isomorfismos	12
qualia_zumbi	5
qualidade_de_energia	4
quantizacao_dirigida_koch	3
quantizacao_golay	3
quantizacao_topologica_costura	7
quantizacao_tropical	3
quasicristal_de_rotacoes	6
quaternions	9
quatro_cadeias_psl	3
quatro_ciencias	285
quatro_nobres_verdades	3
quatro_quadrantes_corpo_estelar	410
qubit_hopf	3
quebra_jacobi_r7	4
quebra_quiral_massa_hadrons	2
queda_pecado	3
quic	5
quinteto_bai	8
quiralidade_lorentz_sl2c	5
qutrit	4
r0_borda_epidemica	7
r_linguagem	5
rach_2_passos	2
rach_4_passos	2
rach_sem_contencao	2
racionais	8
racionalidade_limitada	2
radbruch_formula	3
radiacao_hawking_informacao	2
raft	4
rainha_vermelha	3
ramana_quem_sou_eu	4
ramificacao_nao_orbita	3
ramificacao_vs_orbita	3
ranking_global_por_acoplamento	7
rasgar_funcao_de_onda	5
rastro_da_agulha_e_fractal	6
raymarcher_sdf_broca	64
raytracer_no_metal_e_o_sol	13
razao_aurea	9
razao_de_prata	4
razao_sinal_ruido	3
reacao_em_cadeia	2
react	16
readme	14
readme_cristal	40
readymade_duchamp	4
reais	49
realimentacao_eletronica	3
realimentacao_lyapunov	6
realismo_juridico	3
realismo_literario	4
realismo_modernismo_posmodernismo	4
realismo_ri	3
reatividade	6
reator_nuclear	5
recarga_veicular	3
reciprocidade_quadratica	6
reconexao_cobordismo	2
reconhece_c_memoria	5
reconhecer_caligrafia_estilo	4
reconhecer_caractere_forma	4
reconstrucao_condicionada	4
reconstrucao_modos_tesselacao	245
reconstrucao_purificada	3
recorrencia_de_poincare_imagem	6
recuperacao_aboutness_robusta	37
recuperacao_evidencia_invariante	78
recursao	17
recursao_linguistica	4
rede_5g	4
rede_algebra_de_caminhos	3
rede_autonoma_broca	5
rede_cristalina	4
rede_de_carregamento	8
rede_de_computadores	2
rede_de_sensores	10
rede_eletrica	11
rede_inteligente	6
rede_leech	5
rede_limpa_bump	4
rede_neural_algebra_aprendivel	5
rede_neural_artificial	6
rede_neural_gato	4
redencao_purgatorio_grafo	12
redes	3
redes_5g_nr	5
redirecionamento	3
redshift_bigbang_horizonte	3
reducao_alpha_pura	2
reducao_risch	2
reduce	8
redux	5
reed_solomon	4
refatoracao	3
referencia	51
referencial_do_observador_gentil	5
referencias	21
refeudalizacao_esfera_publica	4
refinar_densificar	3
refino_continuo_floco_metais	32
refino_multimetal_live_gex44	79
refrigeracao_data_center	4
regime_glacial	3
regime_tropical	6
registradores	8
registradores_abr	4
registro_5g	6
regra_de_ouro	4
regua_associativa_e_o_risco_de_vazamento	9
regua_de_gentil	9
regua_de_isomorfia_multi_idioma	5
regua_densidade	4
regua_divina_afastar_retornar	5
regua_dnci	4
regua_psi_metrica_quantica	6
regulacao_emocional_gross	6
reino_de_deus	3
relacao_com_birkeland_fato	4
relacao_com_dougherty	9
relacao_com_hipotese_dougherty	41
relacao_com_hipoteses_externas	8
relacao_com_os_fundamentos	2
relacao_fisica_standard	6
relacao_koch	10
relacao_sinal_ruido	6
relacoes_humano_tecnologia	4
relacoes_internacionais	3
release_core_p0	3
religiao	5
religiao_opio	5
remediacao	3
ren	4
render_fisico_gex	185
reparo_ativo_e_auto-reconstrucao	5
replicacao_checksum	5
replicacao_dados	4
replicacao_pcr	2
repositorio_broca_os	3
representacao_intermediaria	4
reproducao_tiffany	5
reproduzir	11
reproduzir_experimentos	3
resgate_liquidacao	9
residuo_2qubit_checkpoint	3
residuo_nao_associativo	3
resistencia_antimicrobiana	4
resolucao	6
respiracao_dos_programas	12
resposta_a_demanda	6
resposta_a_pergunta_dificil	18
ressintese_da_tonica	4
ressurreicao	3
rest	6
restricao_estrutural_critica	11
resultado-chave	6
resultado_anterior_identidade_nao_cobertura	19
resultado_completo	14
resultados_esperados	10
resumo	4
reta_de_ouro	16
reta_hipercomplexa	2
reta_matricial_compacta_cf	420
reta_metalica_geral	7
reta_plastica_cubica	4
retas_dobra_lucas_pell	29
retas_frio_bai_dissipa	10
reti	12
reticulado	160
reticulados	114
retomada_rrc_inactive	3
retorno_taoista	4
retropropagacao	3
revisao_sistematica_meta_analise	3
revolucao_fundacao_liberdade_arendt	4
revolucoes_sociais_skocpol	3
rg_ising	6
rh_cone_luz	5
ribossomo_koch	6
ribossomo_koch_codigo_carne	7
ribossomo_ribozima	3
riemann_a_malha_no_cone_de_luz	5
rigor_intuicao_gentil	6
rimland_spykman	3
ritmo	4
roadmap	9
roadmap_auto_gestao_recall	5
roadmap_banda_no_olho	7
roadmap_comunidade_por_banda	5
roadmap_olho_multibanda	4
robotica	2
roda_emocoes_plutchik	6
roland_barthes	2
roman_jakobson	2
rotacao_theta	4
roteamento	4
roteamento_multi_tenant	3
rotulagem_e_colapso	6
rtl	2
ru_n4_lignina_fenol	2
ruby	6
ruido	17
ruido_difusao_word	3
ruido_eletronico	4
russo	2
rust	17
rust_no_kernel	5
ruy_lopez	2
sabedoria_eclesiastes	4
sabedoria_jo	4
sabedoria_oriental	3
sacrificio_xadrez	2
sadhguru_consciencia_inteligencia	5
sagrado	3
sagrado_profano	8
saidas	10
saksi_testemunha	3
salutogenese_antonovsky	4
sandbox_cristal_ao_so	24
sass	4
sass_gpu_assembly	7
satisfaz_o_banco	3
saude_na_borda	6
saude_oms	3
saude_publica	3
scala	6
scheduler	12
schema_meta_manifest	2
schopenhauer_musica	3
sed	3
segmentacao_de_imagem	10
seguranca_5g	4
seguranca_algebrica_estrutura_nao_hardness	4
seguranca_assintotica	2
seguranca_da_informacao	1
seguranca_de_redes	4
seguranca_dimensional	4
seguranca_e_limites	9
seguranca_e_reversibilidade	6
seguranca_estrutural_fractal	3
seguranca_por_irreversibilidade	3
seis_e_rank_svd_nao_dobra	28
seja_p_o_conjunto_de_operador_donos_de_perfis_usuarios	64
selberg_meta_inducao	316
selberg_promove_a_parabola	14
selecao_amf_registro	3
selecao_natural	6
selecao_reselecao_celula	3
selo_de_imagem	6
semantica	10
semeiosis_e_observador	8
semente_algebrica_estelarpy	6
semente_booleana_dna_sistema	4
semente_booleana_machinec	6
semente_dinamica_cadeiapy	6
semente_e_raiz	3
semente_espectral_goldenpy	6
semicondutor	3
semideuses_criam_universos_gentil	5
semimetais_weyl_dirac	2
semiose_ilimitada	3
semiotica	7
semiotica_peirce_triade	33
semiotica_peirce_triade_contraexemplos	4
semiotica_peirce_triade_distincao_peirce_filosofo_vs_algebra_broca-so	4
